1000000012+1+{'lat': '50.34', 'lon': '2.05'}+444+view
1000007428+1203+{'lat': '66.75', 'lon': '30.0'}+413+view
1000007428+1151+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007429+1203+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007430+1108+{'lat': '50.34', 'lon': '2.05'}+361+view
1000007430+1214+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007430+1157+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007431+1191+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007431+1204+{'lat': '66.75', 'lon': '30.0'}+177+view
1000007433+1202+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007433+1200+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007434+1191+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007434+1204+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007435+1147+{'lat': '50.34', 'lon': '2.05'}+361+view
1000007435+1162+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007435+1174+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007436+1185+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007436+1206+{'lat': '66.75', 'lon': '30.0'}+177+view
1000007438+1216+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007438+1206+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007439+1193+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007439+1190+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007440+1203+{'lat': '50.34', 'lon': '2.05'}+361+view
1000007440+1212+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007440+1172+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007441+1124+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007441+1201+{'lat': '66.75', 'lon': '30.0'}+177+view
1000007443+1209+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007443+1209+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007444+1126+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007444+1171+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007445+1176+{'lat': '50.34', 'lon': '2.05'}+361+view
1000007445+1143+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007445+1183+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007446+1216+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007446+1186+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007446+1199+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007446+1216+{'lat': '66.75', 'lon': '30.0'}+177+view
1000007447+1225+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007448+1218+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007448+1158+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007449+1139+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007449+1178+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007450+1173+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007450+1164+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007451+1170+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007451+1128+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007451+1203+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007451+1209+{'lat': '66.75', 'lon': '30.0'}+177+view
1000007452+1189+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007453+1199+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007453+1168+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007454+1221+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007454+1186+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007455+1181+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007455+1178+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007456+1166+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007456+1144+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007456+1205+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007457+1224+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007458+1214+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007458+1192+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007459+1151+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007459+1208+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007459+1223+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007460+1159+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007460+1203+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007461+1169+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007461+1195+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007461+1195+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007461+1145+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007462+1185+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007463+1228+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007463+1210+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007463+1163+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007464+1131+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007464+1179+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007464+1220+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007465+1145+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007465+1185+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007466+1164+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007466+1130+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007466+1220+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007466+1228+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007467+1220+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007468+1232+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007468+1194+{'lat': '23.5', 'lon': '90.0'}+495+view
1000007468+1183+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007469+1223+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007469+1183+{'lat': '50.34', 'lon': '2.05'}+388+view
1000007469+1225+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007470+1177+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007470+1168+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007471+1227+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007471+1203+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007471+1223+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007471+1194+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007472+1201+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007473+1229+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007473+1209+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007474+1208+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007474+1198+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007475+1215+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007475+1191+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007476+1224+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007476+1165+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007476+1214+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007476+1187+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007477+1179+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007478+1205+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007478+1224+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007478+1201+{'lat': '66.75', 'lon': '30.0'}+30+view
1000007479+1224+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007479+1182+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007480+1172+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007480+1210+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007481+1168+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007481+1187+{'lat': '50.34', 'lon': '2.05'}+61+view
1000007481+1212+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007481+1226+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007482+1222+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007483+1221+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007483+1175+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007484+1175+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007484+1215+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007484+1195+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007485+1151+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007485+1171+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007486+1223+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007486+1218+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007486+1227+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007487+1210+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007488+1215+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007488+1223+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007489+1202+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007489+1154+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007489+1221+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007490+1207+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007490+1215+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007491+1206+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007491+1214+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007491+1185+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007492+1225+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007493+1209+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007493+1145+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007494+1200+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007494+1138+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007494+1185+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007495+1160+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007495+1202+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007496+1214+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007496+1230+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007496+1198+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007497+1222+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007498+1218+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007498+1211+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007499+1117+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007499+1217+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007499+1214+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007500+1155+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007500+1148+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007501+1187+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007501+1211+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007501+1207+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007502+1230+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007503+1222+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007503+1209+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007503+1216+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007504+1133+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007504+1158+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007504+1194+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007505+1154+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007505+1158+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007506+1227+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007506+1228+{'lat': '23.5', 'lon': '90.0'}+432+view
1000007506+1209+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007507+1188+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007508+1229+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007508+1156+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007508+1123+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007509+1227+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007509+1219+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007509+1232+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007510+1197+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007510+1217+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007511+1184+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007511+1148+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007511+1208+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007512+1198+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007512+1218+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007513+1226+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007513+1146+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007513+1189+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007514+1146+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007514+1191+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007514+1231+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007515+1207+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007515+1186+{'lat': '50.34', 'lon': '2.05'}+449+view
1000007516+1228+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007516+1200+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007516+1229+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007517+1187+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007517+1220+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007518+1203+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007518+1219+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007518+1138+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007519+1115+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007519+1163+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007519+1205+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007520+1187+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007521+1200+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007521+1231+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007521+1229+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007521+1181+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007522+1196+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007522+1238+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007523+1201+{'lat': '66.75', 'lon': '30.0'}+237+view
1000007523+1194+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007523+1221+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007524+1192+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007524+1216+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007524+1209+{'lat': '50.34', 'lon': '2.05'}+21+view
1000007525+1139+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007526+1175+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007526+1228+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007526+1183+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007526+1221+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007527+1206+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007527+1214+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007528+1202+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007528+1192+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007528+1218+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007529+1186+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007529+1195+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007530+1163+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007531+1230+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007531+1215+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007531+1177+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007531+1194+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007532+1182+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007532+1236+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007533+1226+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007533+1226+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007533+1171+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007534+1224+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007534+1221+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007535+1229+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007535+1192+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007536+1182+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007536+1239+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007536+1191+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007536+1226+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007537+1197+{'lat': '50.34', 'lon': '2.05'}+248+view
1000007537+1222+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007537+1235+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007538+1195+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007538+1183+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007538+1221+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007539+1121+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007539+1226+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007540+1234+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007540+1218+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007541+1220+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007541+1217+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007541+1172+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007541+1216+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007542+1231+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007542+1229+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007543+1233+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007543+1227+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007543+1161+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007544+1141+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007544+1185+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007545+1240+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007545+1243+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007545+1165+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007546+1181+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007546+1239+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007546+1173+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007546+1200+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007547+1241+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007547+1239+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007548+1231+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007548+1207+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007548+1140+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007549+1223+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007549+1194+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007550+1241+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007550+1211+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007550+1189+{'lat': '23.5', 'lon': '90.0'}+142+view
1000007551+1177+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007551+1221+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007551+1181+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007551+1232+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007552+1221+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007552+1230+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007553+1205+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007553+1241+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007553+1132+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007554+1130+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007554+1216+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007555+1240+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007555+1226+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007555+1235+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007556+1185+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007556+1238+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007556+1147+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007556+1227+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007557+1232+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007557+1201+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007557+1236+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007558+1227+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007558+1233+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007558+1126+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007559+1162+{'lat': '-23.5', 'lon': '-60.0'}+383+view
1000007559+1168+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007560+1215+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007560+1240+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007560+1173+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007561+1208+{'lat': '-23.5', 'lon': '-60.0'}+475+view
1000007561+1233+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007561+1149+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007561+1244+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007561+1210+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007562+1209+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007562+1197+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007562+1233+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007563+1185+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007563+1239+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007563+1214+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007564+1169+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007565+1173+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007565+1220+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007565+1245+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007566+1240+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007566+1230+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007566+1226+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007566+1216+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007567+1240+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007567+1224+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007567+1234+{'lat': '50.34', 'lon': '2.05'}+155+view
1000007568+1138+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007568+1201+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007568+1135+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007569+1206+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007570+1185+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007570+1217+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007570+1196+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007571+1223+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007571+1213+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007571+1238+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007571+1187+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007572+1230+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007572+1221+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007573+1229+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007573+1218+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007573+1133+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007573+1246+{'lat': '50.34', 'lon': '2.05'}+74+view
1000007574+1235+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007575+1241+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007575+1209+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007575+1172+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007576+1238+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007576+1203+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007576+1236+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007576+1235+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007577+1205+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007577+1233+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007578+1214+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007578+1229+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007578+1146+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007578+1238+{'lat': '50.34', 'lon': '2.05'}+74+view
1000007579+1165+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007580+1205+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007580+1229+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007580+1182+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007581+1220+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007581+1169+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007581+1238+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007581+1236+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007582+1238+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007582+1233+{'lat': '66.75', 'lon': '30.0'}+264+view
1000007582+1243+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007583+1181+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007583+1213+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007583+1180+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007583+1245+{'lat': '50.34', 'lon': '2.05'}+74+view
1000007584+1180+{'lat': '-23.5', 'lon': '-60.0'}+239+view
1000007584+1164+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007585+1178+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007585+1208+{'lat': '66.75', 'lon': '30.0'}+422+view
1000007585+1205+{'lat': '50.34', 'lon': '2.05'}+105+view
1000007586+1216+{'lat': '50.34', 'lon': '2.05'}+409+view
1000007586+1197+{'lat': '23.5', 'lon': '90.0'}+375+view
1000007586+1243+{'lat': '50.34', 'lon': '2.05'}+488+view
1000007586+1190+{'lat': '66.75', 'lon': '30.0'}+235+view
1000007587+1234+{'lat': '23.5', 'lon': '90.0'}+67+view
1000007587+1236+{'lat': '66.75', 'lon': '30.0'}+264+view
1000007587+1190+{'lat': '66.75', 'lon': '30.0'}+229+view
1000007588+1140+{'lat': '-23.5', 'lon': '-60.0'}+49+view
1000007588+1188+{'lat': '66.75', 'lon': '30.0'}+423+view
1000007588+1225+{'lat': '66.75', 'lon': '30.0'}+410+view
1000007588+1244+{'lat': '50.34', 'lon': '2.05'}+74+view
1000007589+1144+{'lat': '-23.5', 'lon': '-60.0'}+239+view
1000007589+1178+{'lat': '66.75', 'lon': '30.0'}+247+view
1000007590+1183+{'lat': '23.5', 'lon': '90.0'}+480+view
1000007590+1216+{'lat': '66.75', 'lon': '30.0'}+422+view
